start_station_id,station_name,delta,tau,downtime_fraction,num_starts,quantile_difference,starts_norm,downtime_norm,quantile_norm,norm_score
B32068,Park Street T Stop - Tremont St at Park St,2h,0,0.521390374,449,295,0.266467066,0.439102564,0.687096774,0.080394701
M32037,Ames St at Main St,4h,0,0.361702128,848,230,0.505389222,0.317647059,0.756989247,0.121523571
D32005,Copley Square - Dartmouth St at Boylston St,4h,0,0.377659574,549,300,0.326347305,0.335294118,0.68172043,0.074595439
D32046,Boylston St at Exeter St,4h,0,0.313829787,625,289,0.371856287,0.264705882,0.693548387,0.068267734
C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,4h,0,0.335106383,549,272,0.326347305,0.288235294,0.711827957,0.066957963
M32061,Mass Ave at Albany St,4h,0,0.292553191,715,360.5,0.425748503,0.241176471,0.616666667,0.063319655
M32005,MIT Stata Center at Vassar St / Main St,4h,0,0.292553191,599,252.5,0.356287425,0.241176471,0.732795699,0.062967774
M32016,Harvard Kennedy School at Bennett St / Eliot St,4h,0,0.345744681,576,367.75,0.34251497,0.3,0.608870968,0.062564226
B32068,Park Street T Stop - Tremont St at Park St,4h,0,0.382978723,449,295,0.266467066,0.341176471,0.687096774,0.062465543
D32013,Boylston St at Berkeley St,4h,0,0.319148936,626,365.5,0.37245509,0.270588235,0.611290323,0.06160704
M32071,MIT Hayward St at Amherst St,4h,0,0.388297872,430,298,0.25508982,0.347058824,0.683870968,0.060543899
M32037,Ames St at Main St,30min,1,0.879437374,848,230,0.505389222,0.597315436,0.756989247,0.228517479
A32004,Longwood Ave at Binney St,30min,1,0.865371735,824,258.5,0.491017964,0.55033557,0.726344086,0.196276077
M32005,MIT Stata Center at Vassar St / Main St,30min,1,0.914266577,599,252.5,0.356287425,0.713646532,0.732795699,0.186323042
B32000,Newbury St at Hereford St,30min,1,0.891493637,755,334.5,0.449700599,0.637583893,0.644623656,0.184827693
D32046,Boylston St at Exeter St,30min,1,0.907568654,625,289,0.371856287,0.691275168,0.693548387,0.178280093
D32024,Beacon St at Charles St,30min,1,0.9035499,670,337.25,0.398802395,0.677852349,0.641666667,0.173461198
B32034,Boylston St at Jersey St,30min,1,0.856664434,881,353,0.525149701,0.521252796,0.624731183,0.171011259
D32010,Cross St at Hanover St,30min,1,0.877427997,803,372,0.478443114,0.590604027,0.604301075,0.170757614
C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,30min,1,0.917615539,549,272,0.326347305,0.724832215,0.711827957,0.168380796
D32019,Chinatown T Stop,30min,1,0.871399866,829,387,0.494011976,0.570469799,0.588172043,0.165758006
M32037,Ames St at Main St,1h,1,0.785809906,848,230,0.505389222,0.588688946,0.756989247,0.225217206
A32004,Longwood Ave at Binney St,1h,1,0.74832664,824,258.5,0.491017964,0.516709512,0.726344086,0.184283411
M32005,MIT Stata Center at Vassar St / Main St,1h,1,0.796519411,599,252.5,0.356287425,0.609254499,0.732795699,0.159067755
D32046,Boylston St at Exeter St,1h,1,0.792503347,625,289,0.371856287,0.601542416,0.693548387,0.155137987
B32000,Newbury St at Hereford St,1h,1,0.745649264,755,334.5,0.449700599,0.511568123,0.644623656,0.148297278
D32024,Beacon St at Charles St,1h,1,0.772423025,670,337.25,0.398802395,0.562982005,0.641666667,0.144066084
D32010,Cross St at Hanover St,1h,1,0.734939759,803,372,0.478443114,0.491002571,0.604301075,0.141960474
D32005,Copley Square - Dartmouth St at Boylston St,1h,1,0.81124498,549,300,0.326347305,0.637532134,0.68172043,0.141836635
C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,1h,1,0.796519411,549,272,0.326347305,0.609254499,0.711827957,0.14153173
M32017,Harvard Square at Brattle St / Eliot St,1h,1,0.775100402,639,334.5,0.380239521,0.568123393,0.644623656,0.139253515
M32037,Ames St at Main St,2h,1,0.681818182,848,230,0.505389222,0.560885609,0.756989247,0.214580367
A32004,Longwood Ave at Binney St,2h,1,0.572192513,824,258.5,0.491017964,0.409594096,0.726344086,0.146080913
M32005,MIT Stata Center at Vassar St / Main St,2h,1,0.625668449,599,252.5,0.356287425,0.483394834,0.732795699,0.126207572
D32046,Boylston St at Exeter St,2h,1,0.622994652,625,289,0.371856287,0.479704797,0.693548387,0.123716025
C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,2h,1,0.655080214,549,272,0.326347305,0.52398524,0.711827957,0.121723414
A32010,South Station - 700 Atlantic Ave,2h,1,0.5,1103,389,0.658083832,0.3099631,0.586021505,0.119537666
D32005,Copley Square - Dartmouth St at Boylston St,2h,1,0.660427807,549,300,0.326347305,0.531365314,0.68172043,0.118216893
D32045,Dartmouth St at Newbury St,2h,1,0.743315508,446,317.25,0.264670659,0.645756458,0.663172043,0.113344582
C32107,Pier 4 Blvd at Autumn Ln,2h,1,0.681818182,554,369.75,0.329341317,0.560885609,0.60672043,0.1120751
D32024,Beacon St at Charles St,2h,1,0.590909091,670,337.25,0.398802395,0.435424354,0.641666667,0.11142431
M32037,Ames St at Main St,4h,1,0.526595745,848,230,0.505389222,0.463855422,0.756989247,0.17745912
D32005,Copley Square - Dartmouth St at Boylston St,4h,1,0.537234043,549,300,0.326347305,0.475903614,0.68172043,0.105877906
C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,4h,1,0.510638298,549,272,0.326347305,0.445783133,0.711827957,0.10355682
M32005,MIT Stata Center at Vassar St / Main St,4h,1,0.462765957,599,252.5,0.356287425,0.391566265,0.732795699,0.102232428
M32018,Harvard Square at Mass Ave/ Dunster,4h,1,0.292553191,1380,367.25,0.823952096,0.198795181,0.609408602,0.099819731
D32046,Boylston St at Exeter St,4h,1,0.45212766,625,289,0.371856287,0.379518072,0.693548387,0.097877835
A32004,Longwood Ave at Binney St,4h,1,0.345744681,824,258.5,0.491017964,0.259036145,0.726344086,0.092384721
M32061,Mass Ave at Albany St,4h,1,0.425531915,715,360.5,0.425748503,0.34939759,0.616666667,0.091732559
D32024,Beacon St at Charles St,4h,1,0.425531915,670,337.25,0.398802395,0.34939759,0.641666667,0.089410216
M32071,MIT Hayward St at Amherst St,4h,1,0.569148936,430,298,0.25508982,0.512048193,0.683870968,0.089326051
B32034,Boylston St at Jersey St,30min,2,0.951105157,881,353,0.525149701,0.709163347,0.624731183,0.232660462
A32004,Longwood Ave at Binney St,30min,2,0.938379102,824,258.5,0.491017964,0.633466135,0.726344086,0.225924427
M32037,Ames St at Main St,30min,2,0.931011386,848,230,0.505389222,0.589641434,0.756989247,0.225581604
B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave,30min,2,0.943737441,967,393,0.576646707,0.665338645,0.58172043,0.223185966
B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,30min,2,0.93770931,1013,401,0.604191617,0.629482072,0.57311828,0.217972809
B32015,Landmark Center - Brookline Ave at Park Dr,30min,2,0.942397857,925,379,0.551497006,0.657370518,0.596774194,0.216353246
A32046,Canal St at Causeway St,30min,2,0.932350971,973,356,0.580239521,0.597609562,0.621505376,0.215511145
B32000,Newbury St at Hereford St,30min,2,0.955793704,755,334.5,0.449700599,0.737051793,0.644623656,0.213662208
M32005,MIT Stata Center at Vassar St / Main St,30min,2,0.968519759,599,252.5,0.356287425,0.812749004,0.732795699,0.212197299
M32017,Harvard Square at Brattle St / Eliot St,30min,2,0.975217683,639,334.5,0.380239521,0.852589641,0.644623656,0.208979432
M32037,Ames St at Main St,1h,2,0.851405622,848,230,0.505389222,0.596363636,0.756989247,0.228153345
A32004,Longwood Ave at Binney St,1h,2,0.844712182,824,258.5,0.491017964,0.578181818,0.726344086,0.206207386
M32005,MIT Stata Center at Vassar St / Main St,1h,2,0.899598394,599,252.5,0.356287425,0.727272727,0.732795699,0.189880649
B32000,Newbury St at Hereford St,1h,2,0.870147256,755,334.5,0.449700599,0.647272727,0.644623656,0.187636366
D32024,Beacon St at Charles St,1h,2,0.899598394,670,337.25,0.398802395,0.727272727,0.641666667,0.186107784
B32034,Boylston St at Jersey St,1h,2,0.834002677,881,353,0.525149701,0.549090909,0.624731183,0.180144314
C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,1h,2,0.915662651,549,272,0.326347305,0.770909091,0.711827957,0.179084599
D32010,Cross St at Hanover St,1h,2,0.859437751,803,372,0.478443114,0.618181818,0.604301075,0.178731007
D32046,Boylston St at Exeter St,1h,2,0.886211513,625,289,0.371856287,0.690909091,0.693548387,0.178185681
A32046,Canal St at Causeway St,1h,2,0.812583668,973,356,0.580239521,0.490909091,0.621505376,0.177032609
M32037,Ames St at Main St,2h,2,0.762032086,848,230,0.505389222,0.613043478,0.756989247,0.234534622
A32004,Longwood Ave at Binney St,2h,2,0.689839572,824,258.5,0.491017964,0.495652174,0.726344086,0.176773354
M32005,MIT Stata Center at Vassar St / Main St,2h,2,0.762032086,599,252.5,0.356287425,0.613043478,0.732795699,0.160057004
D32046,Boylston St at Exeter St,2h,2,0.745989305,625,289,0.371856287,0.586956522,0.693548387,0.15137628
A32010,South Station - 700 Atlantic Ave,2h,2,0.625668449,1103,389,0.658083832,0.391304348,0.586021505,0.150907022
B32000,Newbury St at Hereford St,2h,2,0.695187166,755,334.5,0.449700599,0.504347826,0.644623656,0.146204203
M32061,Mass Ave at Albany St,2h,2,0.72459893,715,360.5,0.425748503,0.552173913,0.616666667,0.14497045
A32046,Canal St at Causeway St,2h,2,0.625668449,973,356,0.580239521,0.391304348,0.621505376,0.141112949
D32024,Beacon St at Charles St,2h,2,0.721925134,670,337.25,0.398802395,0.547826087,0.641666667,0.140187712
M32017,Harvard Square at Brattle St / Eliot St,2h,2,0.729946524,639,334.5,0.380239521,0.560869565,0.644623656,0.137475519
M32037,Ames St at Main St,4h,2,0.60106383,848,230,0.505389222,0.496644295,0.756989247,0.190003297
A32004,Longwood Ave at Binney St,4h,2,0.510638298,824,258.5,0.491017964,0.382550336,0.726344086,0.13643581
M32005,MIT Stata Center at Vassar St / Main St,4h,2,0.595744681,599,252.5,0.356287425,0.489932886,0.732795699,0.127914565
D32046,Boylston St at Exeter St,4h,2,0.54787234,625,289,0.371856287,0.429530201,0.693548387,0.11077598
C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,4h,2,0.579787234,549,272,0.326347305,0.469798658,0.711827957,0.109135701
D32005,Copley Square - Dartmouth St at Boylston St,4h,2,0.595744681,549,300,0.326347305,0.489932886,0.68172043,0.108999105
B32000,Newbury St at Hereford St,4h,2,0.494680851,755,334.5,0.449700599,0.362416107,0.644623656,0.105059952
B32007,Seaport Square - Seaport Blvd at Northern Ave,4h,2,0.60106383,539,321.5,0.320359281,0.496644295,0.658602151,0.104786638
D32017,Mugar Way at Beacon St,4h,2,0.654255319,462,308.5,0.274251497,0.563758389,0.672580645,0.103988758
D32045,Dartmouth St at Newbury St,4h,2,0.675531915,446,317.25,0.264670659,0.590604027,0.663172043,0.103664107
