start_station_id,station_name,delta,tau,downtime_fraction,num_starts,quantile_difference,starts_norm,downtime_norm,quantile_norm,norm_score
D32013,Boylston St at Berkeley St,4h,0,0.5,626,328.75,0.37245509,0.352112676,0.648538961,0.085053393
A32042,Surface Rd at Summer St,4h,0,0.590425532,407,247,0.241317365,0.471830986,0.737012987,0.083917043
C32067,Washington St at Peters Park,4h,0,0.627659574,341,199.5,0.201796407,0.521126761,0.788419913,0.082911427
M32070,MIT Carleton St at Amherst St,4h,0,0.617021277,377,256,0.223353293,0.507042254,0.727272727,0.082363314
C32010,Congress St at Sleeper St,4h,0,0.611702128,396,296,0.234730539,0.5,0.683982684,0.080275812
M32006,MIT at Mass Ave / Amherst St,30min,1,0.94038848,1388,320.5,0.828742515,0.574162679,0.657467532,0.312844763
A32010,South Station - 700 Atlantic Ave,30min,1,0.949765573,1103,294.75,0.658083832,0.641148325,0.685335498,0.289163159
M32011,Central Square at Mass Ave / Essex St,30min,1,0.94038848,1199,328.5,0.715568862,0.574162679,0.648809524,0.266565297
M32037,Ames St at Main St,30min,1,0.945746818,848,183,0.505389222,0.612440191,0.806277056,0.249559416
C32036,Seaport Blvd at Sleeper St,30min,1,0.967180174,810,312,0.482634731,0.765550239,0.666666667,0.246320756
D32000,Cambridge St at Joy St,30min,1,0.959812458,865,335,0.515568862,0.71291866,0.641774892,0.235889921
B32016,Beacon St at Massachusetts Ave,30min,1,0.959812458,878,359,0.523353293,0.71291866,0.615800866,0.229760432
M32005,MIT Stata Center at Vassar St / Main St,30min,1,0.979236437,599,236.5,0.356287425,0.851674641,0.748376623,0.227088125
D32019,Chinatown T Stop,30min,1,0.959142666,829,348.5,0.494011976,0.708133971,0.627164502,0.219398865
M32042,MIT Vassar St,30min,1,0.969189551,838,413,0.499401198,0.779904306,0.557359307,0.21708317
A32010,South Station - 700 Atlantic Ave,1h,1,0.888888889,1103,294.75,0.658083832,0.632743363,0.685335498,0.285372452
M32006,MIT at Mass Ave / Amherst St,1h,1,0.843373494,1388,320.5,0.828742515,0.482300885,0.657467532,0.262791908
M32037,Ames St at Main St,1h,1,0.883534137,848,183,0.505389222,0.615044248,0.806277056,0.250620527
C32036,Seaport Blvd at Sleeper St,1h,1,0.917001339,810,312,0.482634731,0.725663717,0.666666667,0.233487008
M32011,Central Square at Mass Ave / Essex St,1h,1,0.843373494,1199,328.5,0.715568862,0.482300885,0.648809524,0.223916816
M32005,MIT Stata Center at Vassar St / Main St,1h,1,0.946452477,599,236.5,0.356287425,0.82300885,0.748376623,0.219444759
B32016,Beacon St at Massachusetts Ave,1h,1,0.899598394,878,359,0.523353293,0.668141593,0.615800866,0.215329615
M32042,MIT Vassar St,1h,1,0.921017403,838,413,0.499401198,0.738938053,0.557359307,0.205680382
B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,1h,1,0.871485944,1013,389.25,0.604191617,0.575221239,0.583062771,0.20263988
D32006,Lewis Wharf at Atlantic Ave,1h,1,0.903614458,756,320,0.450299401,0.681415929,0.658008658,0.201904156
M32037,Ames St at Main St,2h,1,0.812834225,848,183,0.505389222,0.627659574,0.806277056,0.255761067
A32010,South Station - 700 Atlantic Ave,2h,1,0.764705882,1103,294.75,0.658083832,0.531914894,0.685335498,0.239897984
C32036,Seaport Blvd at Sleeper St,2h,1,0.807486631,810,312,0.482634731,0.617021277,0.666666667,0.198530598
M32005,MIT Stata Center at Vassar St / Main St,2h,1,0.85828877,599,236.5,0.356287425,0.718085106,0.748376623,0.191468188
B32016,Beacon St at Massachusetts Ave,2h,1,0.78342246,878,359,0.523353293,0.569148936,0.615800866,0.183426122
M32006,MIT at Mass Ave / Amherst St,2h,1,0.663101604,1388,320.5,0.828742515,0.329787234,0.657467532,0.179691598
M32042,MIT Vassar St,2h,1,0.820855615,838,413,0.499401198,0.643617021,0.557359307,0.179148163
D32006,Lewis Wharf at Atlantic Ave,2h,1,0.794117647,756,320,0.450299401,0.590425532,0.658008658,0.174943619
C32029,W Broadway at D St,2h,1,0.818181818,646,284,0.384431138,0.638297872,0.696969697,0.171023524
M32011,Central Square at Mass Ave / Essex St,2h,1,0.673796791,1199,328.5,0.715568862,0.35106383,0.648809524,0.162987664
M32037,Ames St at Main St,4h,1,0.691489362,848,183,0.505389222,0.512605042,0.806277056,0.208878217
C32036,Seaport Blvd at Sleeper St,4h,1,0.680851064,810,312,0.482634731,0.495798319,0.666666667,0.159526326
A32010,South Station - 700 Atlantic Ave,4h,1,0.579787234,1103,294.75,0.658083832,0.336134454,0.685335498,0.151599399
M32005,MIT Stata Center at Vassar St / Main St,4h,1,0.723404255,599,236.5,0.356287425,0.56302521,0.748376623,0.150123454
B32004,Aquarium T Stop - 200 Atlantic Ave,4h,1,0.744680851,491,226.5,0.291616766,0.596638655,0.759199134,0.132092932
D32006,Lewis Wharf at Atlantic Ave,4h,1,0.643617021,756,320,0.450299401,0.43697479,0.658008658,0.129476026
C32029,W Broadway at D St,4h,1,0.670212766,646,284,0.384431138,0.478991597,0.696969697,0.128339501
C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,4h,1,0.723404255,549,288,0.326347305,0.56302521,0.692640693,0.12726702
C32057,Harrison Ave at Mullins Way,4h,1,0.813829787,462,333.75,0.274251497,0.705882353,0.643127706,0.124502637
M32042,MIT Vassar St,4h,1,0.643617021,838,413,0.499401198,0.43697479,0.557359307,0.121630144
M32006,MIT at Mass Ave / Amherst St,30min,2,0.985264568,1388,320.5,0.828742515,0.702702703,0.657467532,0.382882533
M32011,Central Square at Mass Ave / Essex St,30min,2,0.983255191,1199,328.5,0.715568862,0.662162162,0.648809524,0.307420632
A32002,Commonwealth Ave at Agganis Way,30min,2,0.976557267,1558,395.5,0.930538922,0.527027027,0.576298701,0.282627926
B32062,Forsyth St at Huntington Ave,30min,2,0.992632284,1037,440.75,0.618562874,0.851351351,0.52732684,0.277697875
C32036,Seaport Blvd at Sleeper St,30min,2,0.992632284,810,312,0.482634731,0.851351351,0.666666667,0.27392782
D32000,Cambridge St at Joy St,30min,2,0.991292699,865,335,0.515568862,0.824324324,0.641774892,0.272751732
B32016,Beacon St at Massachusetts Ave,30min,2,0.991292699,878,359,0.523353293,0.824324324,0.615800866,0.265664407
D32019,Chinatown T Stop,30min,2,0.992632284,829,348.5,0.494011976,0.851351351,0.627164502,0.263771444
B32002,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,30min,2,0.986604153,1013,389.25,0.604191617,0.72972973,0.583062771,0.257070385
M32005,MIT Stata Center at Vassar St / Main St,30min,2,0.997320831,599,236.5,0.356287425,0.945945946,0.748376623,0.25222436
M32006,MIT at Mass Ave / Amherst St,1h,2,0.939759036,1388,320.5,0.828742515,0.605263158,0.657467532,0.329790521
A32010,South Station - 700 Atlantic Ave,1h,2,0.9437751,1103,294.75,0.658083832,0.631578947,0.685335498,0.284847291
C32036,Seaport Blvd at Sleeper St,1h,2,0.975903614,810,312,0.482634731,0.842105263,0.666666667,0.270952831
M32011,Central Square at Mass Ave / Essex St,1h,2,0.934404284,1199,328.5,0.715568862,0.570175439,0.648809524,0.264714149
D32000,Cambridge St at Joy St,1h,2,0.963855422,865,335,0.515568862,0.763157895,0.641774892,0.252513036
B32016,Beacon St at Massachusetts Ave,1h,2,0.96519411,878,359,0.523353293,0.771929825,0.615800866,0.248778633
M32037,Ames St at Main St,1h,2,0.93708166,848,183,0.505389222,0.587719298,0.806277056,0.239486054
D32019,Chinatown T Stop,1h,2,0.963855422,829,348.5,0.494011976,0.763157895,0.627164502,0.236446749
M32042,MIT Vassar St,1h,2,0.975903614,838,413,0.499401198,0.842105263,0.557359307,0.234396552
M32005,MIT Stata Center at Vassar St / Main St,1h,2,0.979919679,599,236.5,0.356287425,0.868421053,0.748376623,0.231553341
M32006,MIT at Mass Ave / Amherst St,2h,2,0.826203209,1388,320.5,0.828742515,0.511278195,0.657467532,0.278580813
A32010,South Station - 700 Atlantic Ave,2h,2,0.844919786,1103,294.75,0.658083832,0.563909774,0.685335498,0.254327938
C32036,Seaport Blvd at Sleeper St,2h,2,0.922459893,810,312,0.482634731,0.781954887,0.666666667,0.251599058
M32037,Ames St at Main St,2h,2,0.863636364,848,183,0.505389222,0.616541353,0.806277056,0.251230573
M32011,Central Square at Mass Ave / Essex St,2h,2,0.815508021,1199,328.5,0.715568862,0.481203008,0.648809524,0.223407106
B32016,Beacon St at Massachusetts Ave,2h,2,0.882352941,878,359,0.523353293,0.669172932,0.615800866,0.215661997
M32005,MIT Stata Center at Vassar St / Main St,2h,2,0.930481283,599,236.5,0.356287425,0.804511278,0.748376623,0.214512619
M32042,MIT Vassar St,2h,2,0.917112299,838,413,0.499401198,0.766917293,0.557359307,0.213468288
D32019,Chinatown T Stop,2h,2,0.882352941,829,348.5,0.494011976,0.669172932,0.627164502,0.207327692
C32029,W Broadway at D St,2h,2,0.911764706,646,284,0.384431138,0.751879699,0.696969697,0.201456281
M32037,Ames St at Main St,4h,2,0.734042553,848,183,0.505389222,0.528301887,0.806277056,0.215274425
A32010,South Station - 700 Atlantic Ave,4h,2,0.686170213,1103,294.75,0.658083832,0.443396226,0.685335498,0.199975339
C32036,Seaport Blvd at Sleeper St,4h,2,0.776595745,810,312,0.482634731,0.603773585,0.666666667,0.194268068
M32005,MIT Stata Center at Vassar St / Main St,4h,2,0.813829787,599,236.5,0.356287425,0.669811321,0.748376623,0.178596602
B32016,Beacon St at Massachusetts Ave,4h,2,0.734042553,878,359,0.523353293,0.528301887,0.615800866,0.170261878
M32006,MIT at Mass Ave / Amherst St,4h,2,0.611702128,1388,320.5,0.828742515,0.311320755,0.657467532,0.169629743
M32042,MIT Vassar St,4h,2,0.776595745,838,413,0.499401198,0.603773585,0.557359307,0.168057905
B32004,Aquarium T Stop - 200 Atlantic Ave,4h,2,0.861702128,491,226.5,0.291616766,0.754716981,0.759199134,0.167090714
B32007,Seaport Square - Seaport Blvd at Northern Ave,4h,2,0.824468085,539,234.25,0.320359281,0.688679245,0.750811688,0.16564767
D32024,Beacon St at Charles St,4h,2,0.760638298,670,282.75,0.398802395,0.575471698,0.698322511,0.160264661
